caption,passport_link,comment,vertical,subvertical,category,media,author
"Your hair texture and type can change as you age, so we don't blame you if you're not sure what products to use! Need a recommendation? We'll consider your wants, needs, and desired upkeep level when sharing our favorites with you.",https://passport.mainstreethub.com/location/67262/content/fef6bb53-bc3c-4353-82bc-104b82fb0623,Targeting a specific audience: People getting older who need help with their hair care.,Spa and Salon,,Product/Service,https://media.mainstreethub.com/media/8727940e-9787-4f83-b672-6cc9efd0ccab,Ana Gutierrez
"No matter what you're looking to store away, we've got the perfect lineup of brand-name safes for you to choose from. Stop by or call to see which options fit your needs best: (928) 775-6827. #safestoragesaveslives #browningsafes #pewpew #pewpewlife #sunweldingsafes #hollansafeco #continental #gardall #americansecurity",https://passport.mainstreethub.com/location/73274/content/4e685662-ba5b-4f99-ad00-7c29b2514017,Promoting a specific product (name-brand safes) with two ways for people to get in touch.,Home Services,home security,Product/Service,https://media.mainstreethub.com/media/936b9c6e-d2bf-4118-95e8-d1036d7503c7,Robert Valenzuela
"Texture, texture, texture! Mixing and matching patterns and textures adds warmth, dimension, and interest to any and every space in your home.",https://passport.mainstreethub.com/location/78100/content/d250962d-a860-4e6b-9063-c0e2acc4b7c1,"Phrasing is fun and pulls you in, and the image really demonstrates this design idea!",Home Services,interior design,Product/Service,https://media.mainstreethub.com/media/04930d61-eb83-4ae1-87d8-3463026a7997,Faryn Duncan
"Prevent the need for constant fall cleaning with gutter guards. Gutter guards prevent leaves and other debris from piling up inside of each channel. To learn, more give us a call: 253-863-1551.",https://passport.mainstreethub.com/location/57342/content/0561c5f3-232c-4703-8c24-a02dff63dca1,Promoting a specific way the customer can help homeowners that's outside a standard service like cleaning or repairs.,Home Services,roofs/gutters,Product/Service,https://media.mainstreethub.com/media/bfb300ad-bafc-4705-85af-8c00a6dd3c7e,Logan Voss
"Our warehouse contains a large inventory of domestic & imported wood. With so many high-quality options available, you might have trouble understanding which material is best for your project. Lucky for you, our associates are always happy to point you in the right direction.",https://passport.mainstreethub.com/location/70537/content/6dd51a77-7154-4ee2-987c-7fdb242448be,Demonstrating the specific way this business helps people pick the right product with a clear CTA.,Home Services,carpentry,Product/Service,https://media.mainstreethub.com/media/bf4e70a9-7bb2-41ed-87a1-230ce6abaedd,Logan Voss
"If your property is situated on an incline, installing a retaining wall will help to balance out your yard. If you have any questions, let's talk. Call our team anytime at (678) 846-2310 for further info!",https://passport.mainstreethub.com/location/73687/content/90761afc-d862-4fdb-96de-c2d5f2b92175,This content request frames the customer's services around a clear consumer need.,Home Services,construction,Product/Service,https://media.mainstreethub.com/media/b4cf84c0-b59c-4edf-a9e1-b19a25752cf5,Olivia Rees
"Feeling inspired by our latest shower install? Let us know! Whether it's a renovation, remodel, or an entirely new construction, we're here to help. Call us today at (919) 571-3350 to request a job estimate. #bathroomremodel #Showertime #showers #showerdesign #showerenclosure #showerdoorspecialist",https://passport.mainstreethub.com/location/61680,Awesome hook on this content request that would lend itself nicely to a variety of customer photos.,Home Services,construction,Product/Service,https://media.mainstreethub.com/media/3d915177-dd56-47c8-b274-ac336c134bd4,Rowan Miller
"The sooner we start your blueprint, the sooner your dream becomes a reality. To schedule a consultation with our team, visit us online: http://senderstruss.com/",https://passport.mainstreethub.com/location/39571/content/56eaadea-4d2b-4e9e-9aae-31c294654ca3,Actionable caption gives people a clear way to get in touch. Caption concept connects to the service the customer provides.,Home Services,construction,Product/Service,https://media.mainstreethub.com/media/e0cf9e92-deba-4077-921d-a8b78a37668e,Bryan Gutmann
Making a move? Or maybe need to haul something that can't fit in a vehicle? Call us about our U-Haul services!,https://passport.mainstreethub.com/location/70085/content/2aefff09-fd17-4ac2-ad7e-a4eaaeec189a,"Straight to the point, but addressing specific reasons people would need a UHaul.",Home Services,moving,Product/Service,https://media.mainstreethub.com/media/37592253-60b6-4434-ab18-f6f7776907e8,Deidre Rodriguez
We know working from home has its own unique challenges. That's why we do what we do. #aggielandcarpetcleaning #carpetcleaning #collegestation,https://passport.mainstreethub.com/location/69547/content/84ec83ff-b9c8-4e7a-9721-b0eed5d6fcaa,"A fun, eye-catching graphic. A clear consumer need/scenario. Actionable phrasing. ",Home Services,cleaning,Product/Service,https://media.mainstreethub.com/media/a2ef9af1-e663-4744-8022-03f852e0f495,Andrew Broadous
"While this doesn't include a moat, it certainly includes top-quality steel. #jkfencing #gate #steelgate",https://passport.mainstreethub.com/location/68717/content/f50d897e-07c0-49af-aff2-6107064f0b20,"Clever and unique phrasing, an eye-catching visual, and a focus on more upscale products than some of the other posts on the content calendar to add variety.",Home Services,construction,Product/Service,https://media.mainstreethub.com/media/31713658-778d-4078-bca9-0ff2d5167992,Andrew Broadous
"Got an emergency with your oil tank? No worries! Our crew is available round the clock, so just give us a call at (301) 952-8265 if you need a hand. #jstankremoval #uppermarlboromd #uppermarlboro",https://passport.mainstreethub.com/location/65783/content/59e76c11-0355-4799-bd74-faeb5839fe80,"Describing a specific scenario where people need the customer's help, and highlighting their round-the-clock service.",Home Services,contractors,Product/Service,https://media.mainstreethub.com/media/b84245af-ac9e-4607-8a66-cb250f096a73,Gillian Golden
"A brand-new HVAC unit or system overhaul can be an expensive purchase, but we don't want you to go without it. That's why we offer financing through Wells Fargo with approved credit. Just head to https://www.gessnerac.com/resources/financing.php to learn more!",https://passport.mainstreethub.com/location/31413/content/320b95c5-c477-4da3-b56d-615834b2bcec,Promoting the specific financing options this customer offers is awesome. This kind of post would also work well with an image of the customer installing a new unit.,Home Services,hvac,Product/Service,https://media.mainstreethub.com/media/bce4ed6a-0bee-4e5f-bcf2-69af6de459e0,Caitlin Smith
"Our comprehensive digital reports include a summary, a checklist of detailed items and corresponding photos emailed within 24 hours or less of your inspection completion. If you're still looking for an inspector, your search stops here!",https://passport.mainstreethub.com/location/72254/content/5471bdf2-2853-4ec9-8cca-49fbd223dce9,A detailed description of how this inspection customer follows through for their clients.,Home Services,home inspection,Product/Service,https://media.mainstreethub.com/media/5371a6f9-2bba-478b-b083-8753db1b18a9,Madison Holloway
"It all begins with color. Learn about fabrics, furniture, decor, and more through our Confident Color System course. Head to our website to learn more: https://pages.iahsp.com/confident-color-system-course/",https://passport.mainstreethub.com/location/78627/content/5d67cda1-36e9-44de-a15f-ac6339625078,A helpful tip that also serves to promote unique classes this customer offers to help homeowners and real estate professionals.,Professional Services,real estate,Product/Service,https://media.mainstreethub.com/media/de1fd537-774e-4914-854d-f0694edadee4,Nancy Gonzalez
"When I think of Miami, I think of tropical weather and culture at every corner. What's your favorite part about living here? #MJEstates #MiamiRealtor #MiamiHomes #FloridaLiving #MJEstatesRealty #MauricioMJalil",https://passport.mainstreethub.com/location/78090/content/44cfda5f-c7e0-4785-bff1-50287983db91,A specific hook on this local love engagement question.,Professional Services,real estate,Audience Participation,https://media.mainstreethub.com/media/f32658d1-ae13-4995-b46a-d1130a351b22,Jamison Duck
"My offer will win over others because I'm cool like that. Seriously, don't make your home search ""ruff-er"" than it has to be and work with me. Call me at (208) 830-1717 today!",https://passport.mainstreethub.com/location/67723/content/60817b83-5016-4370-95b6-708da77ab0bb,"This content request shows the kind of tone that might be appropriate for a goofy, easy-going real estate agent.",Professional Services,real estate,Product/Service,https://media.mainstreethub.com/media/b15839ec-47cb-4d7f-a0de-8b74a03a13f2,Cameron Harlow
"With the kids almost out of school and the weather heating up, spring is the perfect time to start searching for the house you'll call ""home."" Give me a call at (512) 415-9317, and I'll show you why so many people love living in the Austin area!",https://passport.mainstreethub.com/location/72081/content/ec180deb-ead9-47d7-8a71-ee49c833562e,"A creative twist on seasonal framing for the home search, with a clear intended audience.",Professional Services,real estate,Product/Service,https://media.mainstreethub.com/media/78eb95bd-61ef-4749-a835-4b4345b1f846,Omar Guzman
Selling soon? A clean entrance sets the tone for your entire home. Take some time to spruce up your entryway by sweeping your front porch and hosing off that winter mud before your next showing!,https://passport.mainstreethub.com/location/68330/content/ae7d578f-4b13-4521-9f46-3a3c448de75a,A unique and actionable tip for curb appeal.,Professional Services,real estate,Educational,https://media.mainstreethub.com/media/946d9663-a407-469a-bce5-9040da6526e8,Zoe Labos
"Whether you are looking for a property manager, project manager or a partner on any multifamily, commercial or industrial real estate project, we provide a full range of professional property management and investment services to owners, investors and renters alike.",https://passport.mainstreethub.com/location/77971/content/f05cad31-cd92-4ef8-bf3c-3e72181d186f,Super specific way to talk about the range of services this customer provides for different clients.,Professional Services,real estate,Product/Service,https://media.mainstreethub.com/media/6584a07e-0432-4cfa-a2e4-ee639926ed56,Carly Osterman
